Continente,País,Consulado,Circ.Electoral,Local,Mesa,Mesas Fusionadas,Electores,Nro.voto,Opción Constitución Política,Votos TRICEL
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,2.0,2,348.0,1.0,APRUEBO,244.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,2.0,2,348.0,2.0,RECHAZO,18.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,2.0,2,348.0,900.0,VOTOS NULOS,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,2.0,2,348.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,3.0,3,348.0,1.0,APRUEBO,273.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,3.0,3,348.0,2.0,RECHAZO,9.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,3.0,3,348.0,900.0,VOTOS NULOS,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,3.0,3,348.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,4.0,4,347.0,1.0,APRUEBO,270.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,4.0,4,347.0,2.0,RECHAZO,8.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,4.0,4,347.0,900.0,VOTOS NULOS,1.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,4.0,4,347.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,5.0,5,325.0,1.0,APRUEBO,257.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,5.0,5,325.0,2.0,RECHAZO,15.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,5.0,5,325.0,900.0,VOTOS NULOS,0.0
EUROPA,ALEMANIA,SECCIÓN CONSULAR,BERLIN,CONSULADO,5.0,5,325.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,AUSTRIA,SECCIÓN CONSULAR,VIENA,CONSULADO,1.0,1,308.0,1.0,APRUEBO,185.0
EUROPA,AUSTRIA,SECCIÓN CONSULAR,VIENA,CONSULADO,1.0,1,308.0,2.0,RECHAZO,30.0
EUROPA,AUSTRIA,SECCIÓN CONSULAR,VIENA,CONSULADO,1.0,1,308.0,900.0,VOTOS NULOS,0.0
EUROPA,AUSTRIA,SECCIÓN CONSULAR,VIENA,CONSULADO,1.0,1,308.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,1.0,1,346.0,1.0,APRUEBO,207.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,1.0,1,346.0,2.0,RECHAZO,11.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,1.0,1,346.0,900.0,VOTOS NULOS,0.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,1.0,1,346.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,2.0,2,347.0,1.0,APRUEBO,231.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,2.0,2,347.0,2.0,RECHAZO,21.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,2.0,2,347.0,900.0,VOTOS NULOS,0.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,2.0,2,347.0,901.0,VOTOS EN BLANCO,1.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,3.0,3,256.0,1.0,APRUEBO,194.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,3.0,3,256.0,2.0,RECHAZO,11.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,3.0,3,256.0,900.0,VOTOS NULOS,0.0
EUROPA,BELGICA,SECCIÓN CONSULAR,BRUSELAS,LOCAL EDUCACIONAL,3.0,3,256.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,CROACIA,SECCIÓN CONSULAR,ZAGREB,CONSULADO,1.0,1,46.0,1.0,APRUEBO,13.0
EUROPA,CROACIA,SECCIÓN CONSULAR,ZAGREB,CONSULADO,1.0,1,46.0,2.0,RECHAZO,13.0
EUROPA,CROACIA,SECCIÓN CONSULAR,ZAGREB,CONSULADO,1.0,1,46.0,900.0,VOTOS NULOS,0.0
EUROPA,CROACIA,SECCIÓN CONSULAR,ZAGREB,CONSULADO,1.0,1,46.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,DINAMARCA,SECCIÓN CONSULAR,COPENHAGUE,CONSULADO,1.0,1-2,376.0,1.0,APRUEBO,220.0
EUROPA,DINAMARCA,SECCIÓN CONSULAR,COPENHAGUE,CONSULADO,1.0,1-2,376.0,2.0,RECHAZO,27.0
EUROPA,DINAMARCA,SECCIÓN CONSULAR,COPENHAGUE,CONSULADO,1.0,1-2,376.0,900.0,VOTOS NULOS,1.0
EUROPA,DINAMARCA,SECCIÓN CONSULAR,COPENHAGUE,CONSULADO,1.0,1-2,376.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,1.0,1,348.0,1.0,APRUEBO,134.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,1.0,1,348.0,2.0,RECHAZO,14.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,1.0,1,348.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,1.0,1,348.0,901.0,VOTOS EN BLANCO,1.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,2.0,2,346.0,1.0,APRUEBO,134.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,2.0,2,346.0,2.0,RECHAZO,14.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,2.0,2,346.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,2.0,2,346.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,3.0,3,349.0,1.0,APRUEBO,122.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,3.0,3,349.0,2.0,RECHAZO,14.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,3.0,3,349.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,3.0,3,349.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,4.0,4,348.0,1.0,APRUEBO,127.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,4.0,4,348.0,2.0,RECHAZO,9.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,4.0,4,348.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,4.0,4,348.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,5.0,5,345.0,1.0,APRUEBO,169.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,5.0,5,345.0,2.0,RECHAZO,22.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,5.0,5,345.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,5.0,5,345.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,6.0,6,335.0,1.0,APRUEBO,199.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,6.0,6,335.0,2.0,RECHAZO,17.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,6.0,6,335.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,6.0,6,335.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,7.0,7,325.0,1.0,APRUEBO,229.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,7.0,7,325.0,2.0,RECHAZO,12.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,7.0,7,325.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,7.0,7,325.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,8.0,8,342.0,1.0,APRUEBO,236.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,8.0,8,342.0,2.0,RECHAZO,19.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,8.0,8,342.0,900.0,VOTOS NULOS,1.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,8.0,8,342.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,9.0,9,340.0,1.0,APRUEBO,233.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,9.0,9,340.0,2.0,RECHAZO,11.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,9.0,9,340.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,9.0,9,340.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,10.0,10,341.0,1.0,APRUEBO,238.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,10.0,10,341.0,2.0,RECHAZO,15.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,10.0,10,341.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,10.0,10,341.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,11.0,11,338.0,1.0,APRUEBO,213.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,11.0,11,338.0,2.0,RECHAZO,15.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,11.0,11,338.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,11.0,11,338.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,12.0,12,264.0,1.0,APRUEBO,161.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,12.0,12,264.0,2.0,RECHAZO,18.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,12.0,12,264.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,BARCELONA,LOCAL PRIVADO,12.0,12,264.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,1.0,1,346.0,1.0,APRUEBO,107.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,1.0,1,346.0,2.0,RECHAZO,21.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,1.0,1,346.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,1.0,1,346.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,2.0,2,340.0,1.0,APRUEBO,124.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,2.0,2,340.0,2.0,RECHAZO,28.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,2.0,2,340.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,2.0,2,340.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,3.0,3,345.0,1.0,APRUEBO,133.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,3.0,3,345.0,2.0,RECHAZO,31.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,3.0,3,345.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,3.0,3,345.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,4.0,4,336.0,1.0,APRUEBO,166.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,4.0,4,336.0,2.0,RECHAZO,28.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,4.0,4,336.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,4.0,4,336.0,901.0,VOTOS EN BLANCO,1.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,5.0,5,337.0,1.0,APRUEBO,162.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,5.0,5,337.0,2.0,RECHAZO,26.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,5.0,5,337.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,5.0,5,337.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,6.0,6,343.0,1.0,APRUEBO,200.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,6.0,6,343.0,2.0,RECHAZO,27.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,6.0,6,343.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,6.0,6,343.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,7.0,7,244.0,1.0,APRUEBO,106.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,7.0,7,244.0,2.0,RECHAZO,27.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,7.0,7,244.0,900.0,VOTOS NULOS,0.0
EUROPA,ESPAÑA,CONSULADO GRAL.,MADRID,CONSULADO,7.0,7,244.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,FEDERACION RUSA,SECCIÓN CONSULAR,MOSCU,CONSULADO,1.0,1,54.0,1.0,APRUEBO,19.0
EUROPA,FEDERACION RUSA,SECCIÓN CONSULAR,MOSCU,CONSULADO,1.0,1,54.0,2.0,RECHAZO,8.0
EUROPA,FEDERACION RUSA,SECCIÓN CONSULAR,MOSCU,CONSULADO,1.0,1,54.0,900.0,VOTOS NULOS,0.0
EUROPA,FEDERACION RUSA,SECCIÓN CONSULAR,MOSCU,CONSULADO,1.0,1,54.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,FINLANDIA,SECCIÓN CONSULAR,HELSINKI,CONSULADO,1.0,1,204.0,1.0,APRUEBO,138.0
EUROPA,FINLANDIA,SECCIÓN CONSULAR,HELSINKI,CONSULADO,1.0,1,204.0,2.0,RECHAZO,21.0
EUROPA,FINLANDIA,SECCIÓN CONSULAR,HELSINKI,CONSULADO,1.0,1,204.0,900.0,VOTOS NULOS,1.0
EUROPA,FINLANDIA,SECCIÓN CONSULAR,HELSINKI,CONSULADO,1.0,1,204.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,1.0,1-8,390.0,1.0,APRUEBO,216.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,1.0,1-8,390.0,2.0,RECHAZO,4.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,1.0,1-8,390.0,900.0,VOTOS NULOS,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,1.0,1-8,390.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,2.0,2,348.0,1.0,APRUEBO,189.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,2.0,2,348.0,2.0,RECHAZO,14.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,2.0,2,348.0,900.0,VOTOS NULOS,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,2.0,2,348.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,3.0,3,349.0,1.0,APRUEBO,168.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,3.0,3,349.0,2.0,RECHAZO,7.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,3.0,3,349.0,900.0,VOTOS NULOS,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,3.0,3,349.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,4.0,4,347.0,1.0,APRUEBO,191.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,4.0,4,347.0,2.0,RECHAZO,18.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,4.0,4,347.0,900.0,VOTOS NULOS,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,4.0,4,347.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,5.0,5,347.0,1.0,APRUEBO,216.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,5.0,5,347.0,2.0,RECHAZO,19.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,5.0,5,347.0,900.0,VOTOS NULOS,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,5.0,5,347.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,6.0,6,341.0,1.0,APRUEBO,217.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,6.0,6,341.0,2.0,RECHAZO,12.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,6.0,6,341.0,900.0,VOTOS NULOS,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,6.0,6,341.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,7.0,7,343.0,1.0,APRUEBO,217.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,7.0,7,343.0,2.0,RECHAZO,17.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,7.0,7,343.0,900.0,VOTOS NULOS,0.0
EUROPA,FRANCIA,CONSULADO GRAL.,PARIS,LOCAL PRIVADO,7.0,7,343.0,901.0,VOTOS EN BLANCO,1.0
EUROPA,GRECIA,SECCIÓN CONSULAR,ATENAS,CONSULADO,1.0,1,104.0,1.0,APRUEBO,22.0
EUROPA,GRECIA,SECCIÓN CONSULAR,ATENAS,CONSULADO,1.0,1,104.0,2.0,RECHAZO,9.0
EUROPA,GRECIA,SECCIÓN CONSULAR,ATENAS,CONSULADO,1.0,1,104.0,900.0,VOTOS NULOS,0.0
EUROPA,GRECIA,SECCIÓN CONSULAR,ATENAS,CONSULADO,1.0,1,104.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,HUNGRIA,SECCIÓN CONSULAR,BUDAPEST,CONSULADO,1.0,1,70.0,1.0,APRUEBO,38.0
EUROPA,HUNGRIA,SECCIÓN CONSULAR,BUDAPEST,CONSULADO,1.0,1,70.0,2.0,RECHAZO,10.0
EUROPA,HUNGRIA,SECCIÓN CONSULAR,BUDAPEST,CONSULADO,1.0,1,70.0,900.0,VOTOS NULOS,0.0
EUROPA,HUNGRIA,SECCIÓN CONSULAR,BUDAPEST,CONSULADO,1.0,1,70.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,IRLANDA,SECCIÓN CONSULAR,DUBLIN,CONSULADO,1.0,1-2,373.0,1.0,APRUEBO,249.0
EUROPA,IRLANDA,SECCIÓN CONSULAR,DUBLIN,CONSULADO,1.0,1-2,373.0,2.0,RECHAZO,13.0
EUROPA,IRLANDA,SECCIÓN CONSULAR,DUBLIN,CONSULADO,1.0,1-2,373.0,900.0,VOTOS NULOS,0.0
EUROPA,IRLANDA,SECCIÓN CONSULAR,DUBLIN,CONSULADO,1.0,1-2,373.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ITALIA,CONSULADO GRAL.,MILAN,CONSULADO,1.0,1,341.0,1.0,APRUEBO,86.0
EUROPA,ITALIA,CONSULADO GRAL.,MILAN,CONSULADO,1.0,1,341.0,2.0,RECHAZO,16.0
EUROPA,ITALIA,CONSULADO GRAL.,MILAN,CONSULADO,1.0,1,341.0,900.0,VOTOS NULOS,0.0
EUROPA,ITALIA,CONSULADO GRAL.,MILAN,CONSULADO,1.0,1,341.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ITALIA,CONSULADO GRAL.,MILAN,CONSULADO,2.0,2,319.0,1.0,APRUEBO,141.0
EUROPA,ITALIA,CONSULADO GRAL.,MILAN,CONSULADO,2.0,2,319.0,2.0,RECHAZO,23.0
EUROPA,ITALIA,CONSULADO GRAL.,MILAN,CONSULADO,2.0,2,319.0,900.0,VOTOS NULOS,1.0
EUROPA,ITALIA,CONSULADO GRAL.,MILAN,CONSULADO,2.0,2,319.0,901.0,VOTOS EN BLANCO,1.0
EUROPA,ITALIA,SECCIÓN CONSULAR,ROMA,CONSULADO,1.0,1,316.0,1.0,APRUEBO,111.0
EUROPA,ITALIA,SECCIÓN CONSULAR,ROMA,CONSULADO,1.0,1,316.0,2.0,RECHAZO,34.0
EUROPA,ITALIA,SECCIÓN CONSULAR,ROMA,CONSULADO,1.0,1,316.0,900.0,VOTOS NULOS,1.0
EUROPA,ITALIA,SECCIÓN CONSULAR,ROMA,CONSULADO,1.0,1,316.0,901.0,VOTOS EN BLANCO,0.0
EUROPA,ITALIA,SECCIÓN CONSULAR,ROMA,CONSULADO,2.0,2,221.0,1.0,APRUEBO,83.0
EUROPA,ITALIA,SECCIÓN CONSULAR,ROMA,CONSULADO,2.0,2,221.0,2.0,RECHAZO,28.0
EUROPA,ITALIA,SECCIÓN CONSULAR,ROMA,CONSULADO,2.0,2,221.0,900.0,VOTOS NULOS,0.0
EUROPA,ITALIA,SECCIÓN CONSULAR,ROMA,CONSULADO,2.0,2,221.0,901.0,VOTOS EN BLANCO,1.0
EUROPA,NORUEGA,SECCIÓN CONSULAR,OSLO,CONSULADO,1.0,1,292.0,1.0,APRUEBO,145.0
